slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
133	fish	227	FISH	fish	fish	ꜰɪꜱʜ	3		fauna	An aquatic animal that breathes through gills and lives in water.	魚	मछली		魚	ငါး		fish (v)	fish
854	fish:to.catch	2638	FISHING	to catch fish	catch.fish	ᴄᴀᴛᴄʜ.ꜰɪꜱʜ	5			To capture or trap aquatic animals such as fish from a body of water.	釣る			捕魚				
596	flame	889	FLAME	flame	flame	ꜰʟᴀᴍᴇ	5			The visible, glowing part of a fire caused by burning fuel.	炎	ज्वाला		火焰	မီးတောက်		flame	
239	flat:to.be	1633	FLAT	to be flat	flat	ꜰʟᴀᴛ	3			To have a smooth, even surface without any bumps, curves, or raised parts.	平たい	समतल		平的	ပြားသည်		(be) flat	
408	flea	232	FLEA	flea	flea	ꜰʟᴇᴀ	4		fauna	A small, wingless, jumping insect that lives as a parasite on the skin of mammals or birds and sucks their blood.	蚤	उम्मड़		跳蚤	အလှေး		flea	
292	flee..run.away:to	956	FLEE	to flee (run away)	flee	ꜰʟᴇᴇ	3			To run or move quickly away from a place or a person, often because of danger, fear, or a desire to avoid being caught.	逃げる	भागना		奔跑 / 逃跑	ထွက်ပြေးသည်		flee, run away from	run/flee
877	float:to	1574	FLOAT	to float	float	ꜰʟᴏᴀᴛ	5			To rest or move on the surface of a liquid without sinking.	浮かぶ	तैरना		漂浮	ပေါလောပေါ်သည်			
473	flood:to	–	–	to flood	flood	ꜰʟᴏᴏᴅ	4			To have a large amount of water cover an area of land that is usually dry.	浸水する	बाढ़		洪水	ရေလွှမ်းမိုးသည်			
597	floor	1632	FLOOR	floor	floor	ꜰʟᴏᴏʀ	5			The flat, horizontal surface of a room or a building that people walk upon.	床	मंज़िल		地板	ကြမ်းပြင်		floor	
474	flow..of.water:to	2003	FLOW	to flow (of water)	flow	ꜰʟᴏᴡ	4			To move continuously in a stream or current, such as a river or water from a tap.	流れる	बहना		流	စီးဆင်းသည်		to flow (river)	
7	flower	239	FLOWER	flower	flower	ꜰʟᴏᴡᴇʀ	1		flora	The reproductive part of a plant, often colorful and fragrant, used for making seeds.	花	फूल		花	ပန်း		flower	flower
536	flower.:bud	1684	BUD	bud	bud	ʙᴜᴅ	5		flora	A small, undeveloped part of a plant that will grow into a leaf or a flower.	蕾	कली		花蕾	ပန်းဖူး		bud	
87	fly:to	1441	FLY (MOVE THROUGH AIR)	to fly	fly	ꜰʟʏ	2			To move through the air using wings or by means of flight.	飛ぶ	उड़ना		飛	ပျံသန်းသည်			fly
135	fog..mist	249	FOG	fog (mist)	fog	ꜰᴏɢ	3			A thick cloud of tiny water droplets suspended in the air near the ground that makes it difficult to see clearly.	霧	कोहरा		霧	မြူ		mist/fog	
475	fold:to	1470	FOLD	to fold	fold	ꜰᴏʟᴅ	4			To bend something, such as a piece of cloth or paper, so that one part lies on top of another.	折る	मोड़ना		摺疊	ခေါက်သည်		fold (v)	
878	follow:to	1085	FOLLOW	to follow	follow	ꜰᴏʟʟᴏᴡ	5			To move behind or after someone or something that is going in the same direction.	付いて行く	अनुसरण करना		跟隨	လိုက်သည်		follow	
601	foot::print	318	FOOTPRINT	footprint	footprint	ꜰᴏᴏᴛᴘʀɪɴᴛ	5			The mark or shape left on a surface by a human foot or footgear.	足跡	पादचिह्न		足跡	ခြေရာ		footprint (human)	
626	foot.:heel	980	HEEL	heel	heel	ʜᴇᴇʟ	5		body parts	The back part of a human foot, located below the ankle.	かかと	एड़ी		腳後跟	ဖနောင့်		heel	
410	forest	420	FOREST	forest	forest	ꜰᴏʀᴇꜱᴛ	4			A large area of land covered with many trees and thick vegetation.	森	जंगल		森林	သစ်တော		jungle/forest	
293	forget:to	1523	FORGET	to forget	forget	ꜰᴏʀɢᴇᴛ	3			To fail to remember a piece of information or a past event.	忘れる	भूलना		忘記	မေ့သည်			forget
879	forgive:to	1528	FORGIVE	to forgive	forgive	ꜰᴏʀɢɪᴠᴇ	5			To stop feeling angry or resentful toward someone who has done something wrong or caused harm.	許す	माफ़ करना		原諒	ခွင့်လွှတ်သည်			
137	fowl	265	FOWL	fowl	fowl	ꜰᴏᴡʟ	3		fauna	A bird that is kept on a farm for its meat or eggs.	家禽			家禽	ကြက်ငှက်			fowl
411	fox	1312	FOX	fox	fox	ꜰᴏx	4		fauna	A small, wild carnivorous mammal with a pointed snout, a bushy tail, and a reddish-brown coat.	狐	लोमड़ी		狐狸	မြေခွေး			
412	freckle	530	FRECKLE	freckle	freckle	ꜰʀᴇᴄᴋʟᴇ	4		body parts	A small, dark spot or mark on the skin, often caused by sun exposure.	そばかす			雀斑	တင်းတိပ်			
607	friend	1325	FRIEND	friend	friend	ꜰʀɪᴇɴᴅ	5			A person whom one knows well and likes, often involving a relationship of mutual affection or trust rather than a family member.	友人	दोस्त		朋友	သူငယ်ချင်း		friend	
138	frog	503	FROG	frog	frog	ꜰʀᴏɢ	3			An amphibian with smooth, moist skin and long hind legs used for jumping.	蛙	मेंढक		青蛙	ဖား		frog	frog
8	fruit	1507	FRUIT	fruit	fruit	ꜰʀᴜɪᴛ	1		flora	The fleshy, edible part of a plant that contains seeds and grows from a flower.	実	फल		水果	အသီး		fruit (tree)	fruit
257	full.:satiated:to.be	106	SATIATED	to be satiated	satiated	ꜱᴀᴛɪᴀᴛᴇᴅ	3			To feel completely full or satisfied after eating or drinking, such that one cannot consume any more.	満腹である	भर जाना		吃飽	ဗိုက်ပြည့်သည်		to be full (after eating)	
240	full..container:to.be	1429	FULL	to be full (container)	full	ꜰᴜʟʟ	3			To contain as much as possible, such that no more can be added.	いっぱいの	भरा हुआ		滿	ပြည့်သည်		to be full (container)	full
608	garden	586	GARDEN	garden	garden	ɢᴀʀᴅᴇɴ	5			An area of land, often near a house, used for growing flowers, vegetables, or fruits.	庭	बगीचा		花園	ဥယျာဉ်		garden	
609	garlic	2368	GARLIC	garlic	garlic	ɢᴀʀʟɪᴄ	5		flora	A bulbous plant used as a strong-smelling seasoning or spice in cooking.	ニンニク	लहसुन		大蒜	ကြက်သွန်ဖြူ		garlic	
610	gate	2940	GATE	gate	gate	ɢᴀᴛᴇ	5			A movable barrier used to close an opening in a wall, fence, or door.	門	दरवाज़ा		大門	ဝင်းတံခါး			
880	gather:to	7	GATHER	to gather	gather	ɢᴀᴛʜᴇʀ	5			To bring together or collect multiple items or people from different places into one group or pile.	寄せ集める	इकट्ठा करना		匯集	စုရုံးသည်		gather	
611	ghost..of.deceased	1175	GHOST	ghost (of deceased)	ghost	ɢʜᴏꜱᴛ	5			The spirit or soul of a person who has died.	亡霊	भूत		亡魂	တစ္ဆေ		ghost (visible apparition)	
139	gibbon:.hoolock	2511	GIBBON	gibbon	gibbon	ɢɪʙʙᴏɴ	3		fauna	A small, slender-bodied ape that lives in trees and moves by swinging from branch to branch.	テナガザル	गिबन		長臂猿	မျောက်လွှဲကျော်		gibbon	
140	ginger	2500	GINGER	ginger	ginger	ɢɪɴɢᴇʀ	3		flora	A rhizome of a plant used as a spice or flavoring, characterized by a pungent taste and a light brown skin.	生姜	अदरक		姜	ချင်း		ginger	
88	give:to	1447	GIVE	to give	give	ɢɪᴠᴇ	2			To transfer possession of an object or a thing from oneself to another person.	与える	देना		給	ပေးသည်			give
294	go..general:to	695	GO	to go (general)	go	ɢᴏ	3			To move or travel from one place to another.	行く			去	သွားသည်		go	
881	go..level:to	–	–	to go (level)	go	ɢᴏ	5			To move from a lower position to a higher position, such as climbing a hill or ascending stairs.	上がる			上去				
882	go.around..circumvent:to	–	–	to go around (circumvent)	go.around	ɢᴏ.ᴀʀᴏᴜɴᴅ	5			To move in a circle or a curved path to avoid a central point or an obstacle.	迂回する	घूमना		繞路	ဝိုက်သွားသည်			
295	go.downriver:to	–	–	to go downriver	go.downriver	ɢᴏ.ᴅᴏᴡɴʀɪᴠᴇʀ	3			To move in the direction that the water flows in a river.	下る	ऊपर नदी में जाना		上游	မြစ်အောက်သို့သွားသည်			
296	go.upriver:to	–	–	to go upriver	go.upriver	ɢᴏ.ᴜᴘʀɪᴠᴇʀ	3			To move in the direction of the river's source, traveling against the flow of the water.	川をさかのぼる	नीचे नदी में जाना		下游	မြစ်အထက်သို့သွားသည်			
612	goat..general	1502	GOAT	goat (general)	goat	ɢᴏᴀᴛ	5		fauna	A domesticated mammal with horns that is often kept on a farm for its milk or meat.	山羊	बकरी		山羊	ဆိတ်		goat	
613	goiter	1957	GOITER	goiter	goiter	ɢᴏɪᴛᴇʀ	5			A swelling of the neck caused by an enlargement of the thyroid gland.	甲状腺腫			甲狀腺腫			goiter	
141	gold..metal	1369	GOLD	gold (metal)	gold	ɢᴏʟᴅ	3			A yellow, heavy, precious metal that is used to make jewelry or coins.	金	सोना		黃金	ရွှေ		gold	
142	gong	2502	GONG	gong	gong	ɢᴏɴɢ	3			A metal percussion instrument that is struck with a mallet to produce a loud, resonant sound.	銅鑼	घंटी		鑼	မောင်း		gong	
448	good:to.be	1035	GOOD	to be good	good	ɢᴏᴏᴅ	4			To have a positive or pleasing quality, or to be morally right and virtuous.	良い	अच्छा होना		好	ကောင်းသည်		to be good	
614	goose	1187	GOOSE	goose	goose	ɢᴏᴏꜱᴇ	5		fauna	A large water bird with a long neck and webbed feet, often kept on a farm for its eggs or meat.	ガチョウ	हंस		鵝	ငန်း			
615	gourd..general	411	GOURD	gourd (general)	gourd	ɢᴏᴜʀᴅ	5		flora	A hard-skinned fruit from a climbing plant, often used as a container or for food.	瓢箪	लौकी		葫蘆	ဘူးသီး			
571	grain:ear.of	3244	EAR (OF GRAIN)	ear of grain	ear.of.grain	ᴇᴀʀ.ᴏꜰ.ɢʀᴀɪɴ	5		flora	The part of a cereal plant that contains the seeds or grains.	穂	अनाज की खांड		穀粒	စပါးနှံ			
616	grain..general.term	605	GRAIN	grain (general term)	grain	ɢʀᴀɪɴ	5			A single, small, hard seed of a cereal plant, such as rice, wheat, or corn.	穀物	अनाज		穀物	ကောက်ပဲသီးနှံ			
414	granary	3657	GRANARY	granary	granary	ɢʀᴀɴᴀʀʏ	4			A structure or container used for storing harvested grain or rice.	倉	अनाजखाना		糧倉	ကျီ		granary (to store rice)	
143	grandchild			grandchild	grandchild	ɢʀᴀɴᴅᴄʜɪʟᴅ	3			The offspring of a person's child.	孫			孫子女	မြေး			
144	grandfather	1383	GRANDFATHER	grandfather	grandfather	ɢʀᴀɴᴅꜰᴀᴛʜᴇʀ	3		kinship	The male parent of one's mother or father.	祖父	दादा		爺爺	အဖိုး			
145	grandmother	1496	GRANDMOTHER	grandmother	grandmother	ɢʀᴀɴᴅᴍᴏᴛʜᴇʀ	3		kinship	The female parent of one's mother or father.	祖母	दादी		奶奶	အဖွား			
883	grasp..grab:to	–	–	to grasp (grab)	grasp	ɢʀᴀꜱᴘ	5			To seize or take hold of something firmly and suddenly with the hand.	とる	पकड़ना		抓	ဆုပ်ကိုင်သည်			
146	grass	606	GRASS	grass	grass	ɢʀᴀꜱꜱ	3		flora	A green plant with narrow leaves that grows closely to the ground and covers fields or lawns.	草			草	မြက်		grass (field/jungle)	grass
617	grasshopper	607	GRASSHOPPER	grasshopper	grasshopper	ɢʀᴀꜱꜱʜᴏᴘᴘᴇʀ	5		fauna	An insect with a long body, large hind legs used for jumping, and often wings.	バッタ	टिड्डी		螞蚱	နှံကောင်		grasshopper	
147	grave!tomb	1773	GRAVE	grave, tomb	grave	ɢʀᴀᴠᴇ	3			A hole dug in the ground or a structure used for the burial of a dead body.	墓	कब्र		墳墓	သင်္ချိုင်း		gravel	
618	gravel	3028	GRAVEL	gravel	gravel	ɢʀᴀᴠᴇʟ	5			A collection of small, loose, hard pieces of rock or stone.	砂利	कंकड़		碎石	ကျောက်စရစ်			
297	grind:to	1033	GRIND	to grind	grind	ɢʀɪɴᴅ	3			To reduce a solid substance into smaller particles, powder, or a paste by rubbing it against a hard surface or between two stones.	すりつぶす			磨成粉	ကြိတ်သည်		to grind	grind
620	group..of.people	–	–	group (of people)	group	ɢʀᴏᴜᴘ	5			A collection of several people who are together in one place or share a common purpose.	集団	लोगों का समूह		人羣	လူအုပ်စု			
884	grow..of.plants:to	479	GROW	to grow (of plants)	grow	ɢʀᴏᴡ	5			To increase in size or develop from a seed or sprout into a mature plant.	生える	उगना		生長	ကြီးထွားလာသည်			
621	guest	1782	GUEST	guest	guest	ɢᴜᴇꜱᴛ	5			A person who is invited to a home or a social gathering, or someone who stays temporarily at a place they do not live.	客	मेहमान		客人	ဧည့်သည်		guest, visitor	
415	gums	139	GUMS	gums	gums	ɢᴜᴍꜱ	4		body parts	The pink or reddish tissue that surrounds and covers the roots of the teeth.	歯茎	मुंह की मसूड़े		牙齦	သွားဖုံး		gums	
622	gun	1566	GUN	gun	gun	ɢᴜɴ	5			A weapon that uses an explosion of powder to launch a projectile from a metal tube.	銃	बंदूक		槍	သေနတ်		gun	
149	hail..precipitation	609	HAIL	hail (precipitation)	hail	ʜᴀɪʟ	3			Small, hard balls of ice that fall from the sky during a storm.	雹	बर्फ़ का गोला		冰雹	မိုးသီး		hail	
150	hair:body	580	FUR	body hair	body.hair	ʙᴏᴅʏ.ʜᴀɪʀ	3		body parts	The hair that grows on the skin of a human being.	体毛			毛皮	ကိုယ်မွေး			hair (body)
151	hair..of.head	2648	HAIR (HEAD)	hair (of head)	hair	ʜᴀɪʀ	3		body parts	The fine, thread-like strands that grow from the scalp on top of a person's head.	髪の毛	सिर के बाल		頭髮	ဆံပင်		hair (head)	hair (head)
623	half..portion	816	HALF	half (portion)	half	ʜᴀʟꜰ	5			One of two equal parts into which a whole is divided.	半分	आधा		一半	တစ်ဝက်		half (quantity)	
625	hammer	1481	HAMMER	hammer	hammer	ʜᴀᴍᴍᴇʀ	5			A tool consisting of a heavy, weighted head on a handle, used for striking objects such as nails or metal.	槌	हथौड़ा		錘子	တူ		hammer	
519	hand:backside.of	–	–	backside of hand	backside.of.hand	ʙᴀᴄᴋꜱɪᴅᴇ.ᴏꜰ.ʜᴀɴᴅ	5		body parts	The surface of the hand that is not the palm.	手の甲	कर का पीछा		手背	လက်ဖမိုး			
199	hand:palm.of	1183	PALM OF HAND	palm of hand	palm.of.hand	ᴘᴀʟᴍ.ᴏꜰ.ʜᴀɴᴅ	3		body parts	The inner surface of the hand between the wrist and the fingers.	手のひら	हथेली	হাতৰ তল	手掌	လက်ဖဝါး		palm	
594	hand.:fist	1473	FIST	fist	fist	ꜰɪꜱᴛ	5	CONCEPTICON has the meaning of understanding, i.e. to grast a concept.	body parts	A closed hand with the fingers curled into the palm and the thumb wrapped around them.	こぶし	मुट्ठी		拳頭	လက်သီး		fist	
